name,location,price_lacs,area_sqft,bhk,is_reviewed
oas lake life township,"joka,  south",80.0,2160,3,0
oas lake life township,"joka,  south",65.0,1800,3,0
oas lake life township,"joka,  south",39.0,1080,2,0
oas lake life township,"joka,  south",48.0,1200,3,0
shakuntala ii,nayabad,48.0,1050,3,0
mega star chs,action area 1,82.0,1250,3,0
eden harmony,"em bypass,  south",58.0,1176,3,0
on request,purba barisha,40.0,775,2,0
charu residency,tollygunge,70.0,931,2,0
sankalpa apartment,"manton, diamond harbour road",39.0,800,2,0
rajwada pebble bay,"pratapgarh, garia",55.0,965,2,0
alokananda,"boalia, rajpur sonarpur",41.4,900,2,0
bengal shapoorji shukhobristhi,new town,57.0,902,3,1
on request,"abdalpur, madhyamgram",34.0,1080,2,0
jeet group,nayabad,41.4,920,2,0
jeet group,nayabad,50.4,1120,3,0
jeet group,"purbalok, em bypass",85.15,1310,3,0
jeet group,"madurdaha, em bypass",65.0,1270,3,0
jeet group,nayabad,50.0,1115,3,0
magnolia grand,chotto chandpur,52.0,1228,3,0
jeet group,nayabad,49.95,1110,3,0
siddha happyville,rajarhat,76.0,1080,2,1
jeet group,"madurdaha, em bypass",67.0,1170,3,0
on request,"dustan more, garia",52.0,1040,2,0
"durga apartment, uttarpara","dmotor, uttarpara",24.5,970,2,0
sai residency,"uttarpara, hooghly",34.5,887,2,0
"shivam prisma, uttarpara","makhla, uttarpara",19.32,805,2,0
bb pride,action area 1,99.0,1480,3,0
on request,"mahamayatala, garia",51.5,1025,2,0
green field city,maheshtala,36.0,893,3,0
green field city,maheshtala,55.0,1110,3,0
green field city,maheshtala,60.0,1358,3,0
nataraj,"mahamayatala, garia",35.0,980,2,0
on request,"mahamayatala, garia",51.0,1025,2,0
eden saffron,nayabad,65.0,1223,3,0
exide apartment,action area 1,110.00000000000001,1470,3,0
greenfield city elite,behala,61.0,1250,3,0
bengal peerless avidipta phase 2,mukundapur,240.0,1677,3,1
residential apartment,south dumdum,46.0,700,2,0
mohorkunja ii,"chit kalikapur, mukundapur",69.5,1117,3,0
mohorkunja ii,"chit kalikapur, mukundapur",70.0,1168,3,0
eden pavilion,"fartabad, garia",75.0,1251,3,0
pelican breeze,nayabad,45.0,979,2,0
unimark springfield,rajarhat,55.0,950,2,1
ps palm spring,tangra,150.0,1381,3,0
on request,new alipore block g,260.0,2400,4,0
mani vista,tollygunge,290.0,1925,3,1
merlin elements,new alipore,240.0,2150,4,0
ideal exotica,new alipore,445.0,3305,4,1
ideal exotica,new alipore,350.0,2560,3,1
on request,new alipore,495.0,2200,7,0
srijan natura,new alipore,144.0,1224,3,0
morya,tollygunge,180.0,1400,3,1
morya,tollygunge,305.0,2700,4,1
hiland park,"em bypass,  south",110.00000000000001,1328,3,1
"old plaza, new booking",barrackpore,59.18,1409,3,0
siv shankar apartmemt,barrackpore,24.7,650,1,0
rishi ecoview,new town,95.0,1401,3,1
fm dream villa,tollygunge,66.0,2032,4,0
garia station puja pahari apartment,"nabagram,  south",31.5,875,3,0
garia station puja pahari apartment,"nabagram,  south",18.65,518,1,0
ujjwala luxary apartments,new town action area 2d,100.0,1195,2,0
deeshari megacity,southern bypass,37.0,1268,3,1
on request,jadavpur,60.0,865,2,0
surojit apartment,"no 2 deshabondhu nagar, sodepur",35.5,1100,3,0
sachindra apartment,"no 2 deshabondhu nagar, sodepur",24.0,750,2,0
surojit apartment,"no 2 deshabondhu nagar, sodepur",35.5,1100,3,0
surojit apartment,"no 2 deshabondhu nagar, sodepur",27.3,850,2,0
aristrocat construction,"railway park, sodepur",30.1,900,2,0
eden astor park,"fartabad, garia",56.0,1040,2,0
bb gate,new town,114.99999999999999,1600,3,0
agr bulk,new town,120.0,1700,3,0
eden serenity,"em bypass,  south",58.0,1260,3,0
deeshari megacity,southern bypass,38.5,1268,3,1
dlf new town heights,new town,145.0,1845,3,1
elita garden vista phase 2,new town,125.0,1503,3,1
madan mohan apartment,behala chowrasta,40.0,910,3,0
akashlina apartment,"konnagar prantika, hooghly",39.3,1310,3,0
on request,"madurdaha, em bypass",95.0,1593,3,0
greenfield city,behala chowrasta,54.9,1148,3,0
atri rays,narendrapur,36.0,784,2,0
atri aqua,narendrapur,36.0,856,2,0
ghosh para,kestopur,44.0,1193,3,0
on request,kestopur,43.0,946,2,0
on request,thakurpukur,27.38,805,2,0
on request,baguiati,22.0,550,1,0
eden astor park,"fartabad, garia",77.0,1432,3,0
residential apartment,south dumdum,38.4,800,2,0
on request,new town,105.0,1200,3,0
ideal abasan,rajarhat,50.0,1100,3,1
magnolia oxygen,rajarhat,80.0,1170,3,1
bengal ambuja ujjwala,rajarhat,270.0,2607,4,0
siddha galaxia,rajarhat,130.0,1285,3,1
morya,tollygunge,425.0,4050,5,1
siddha happyville,rajarhat,70.0,712,2,1
south city,ce anwar shah rd,225.0,1472,3,1
on request,"madurdaha, em bypass",75.0,1250,3,0
old plaza,barrackpore,34.86,830,2,0
"siva shankar apartment, new booking",barrackpore,31.92,840,2,0
vivekananda plaza new booking agarpara b t road,"agarpara, panihati",46.4,1450,3,0
sita niketan,gs,229.99999999999997,2200,4,0
mini complex,garia station road,38.22,980,2,0
oswal orchard county,"belgharia, bt road",105.0,1810,4,1
on request,paschim putiary,44.0,880,2,0
srijan botanica,"em bypass,  south",197.0,2363,4,0
bengal dcl malancha,"action area 2b, new town",110.00000000000001,1495,3,1
on request,new alipore,409.99999999999994,3450,5,0
deeshari estate,"madurdaha, em bypass",105.0,1455,3,0
"shivam prisma, uttarpara","makhla, uttarpara",24.24,1010,3,0
prabha aashiyana,rajarhat,55.0,1110,3,0
eden sapphire,nayabad,42.0,845,2,0
merlin elements,new alipore,210.0,1749,3,0
parnasree apartment,"parnasree palli, behala",49.0,980,2,0
earth mukul shanti garden,rajarhat,55.0,1135,2,0
rajwada altitude,"em bypass,  south",121.0,1556,3,1
agr,action area 1,120.0,1710,3,0
on request,baguiati,19.0,474,1,0
on request,baguiati,40.0,978,2,0
on request,"baguihati, vip road",39.08,975,2,0
rani kuthi,madhyamgram,18.91,573,1,0
sova villa,madhyamgram,20.26,579,1,0
eden oxford park,nayabad,62.0,925,2,0
swan court,new town,145.0,1670,3,1
royal gardens,southern bypass,53.87,1036,2,0
royal garden,"rajpur sonarpur,  south",74.05,1424,3,0
royal gardens,"ramchandrapur, narendrapur",71.71,1379,3,0
residential complex,"fartabad, garia",85.05,1215,3,0
on request,"fartabad, garia",35.55,867,2,0
on request,"saha para, fartabad, garia",34.85,850,2,0
tirupati paradise,narendrapur,48.0,1189,3,0
tirupati paradise,narendrapur,38.0,966,2,0
rajwada royal gardens,narendrapur,54.91,1036,2,1
rajwada royal gardens,narendrapur,73.09,1379,3,1
rajwada royal gardens,narendrapur,75.48,1424,3,1
rajwada royal gardens,narendrapur,75.49,1424,3,1
rajwada royal gardens,narendrapur,75.47,1424,3,1
rajwada royal gardens,narendrapur,54.9,1036,2,1
rajwada royal gardens,narendrapur,73.08,1379,3,1
on request,rekjuani,19.5,650,2,0
devalok apartment,new garia,45.08,920,2,0
merlin verve,tollygunge,128.0,1400,3,0
alokananda,"boalia, rajpur sonarpur",21.62,470,1,0
orchird residency,new garia,66.0,1239,3,0
on request,dum dum park,32.0,880,2,0
on request,behala chowrasta,40.0,965,3,0
tirath apartment,ar park,75.0,1300,3,0
"proyanti apartment, new booking",barrackpore,48.38,1152,3,0
"d plaza, new booking",barrackpore,38.0,1000,2,0
"rabindra plaza b t road tetultala, new booking","agarpara, panihati",32.2,1150,3,0
"kartick plaza new booking, agarpara","agarpara, panihati",25.75,810,2,0
atri aqua,narendrapur,28.0,694,1,0
eden sky terraces,nayabad,75.0,1027,2,0
bengal peerless avidipta phase 2,mukundapur,114.99999999999999,950,2,1
maya,golpark,252.0,2100,4,0
residentail apartment,"airport 2 no. gate, north dumdum",43.0,1076,2,0
on request,garia station road,55.0,1170,3,0
on request new,"fartabad, garia",38.55,918,2,0
on request,"fartabad, garia",40.32,970,2,0
on request,"saha para, fartabad, garia",41.16,980,2,0
prudent prana,garia,65.0,982,3,0
on request,mukundapur,62.0,1255,3,0
on request,mukundapur,90.0,1500,3,0
bengal dcl malancha,new town,100.0,1495,3,1
ideal abasan,rajarhat,38.0,860,2,1
greenfield city,behala chowrasta,40.5,893,3,0
jeet group,"purbalok, em bypass",84.5,1300,3,0
silver spring,"em bypass,  east",215.0,2100,3,1
siddha happyville,rajarhat,75.0,1080,2,1
trinoyanee apartment,madhyamgram,28.35,886,2,0
trinoyani apartments,madhyamgram,28.79,886,2,0
srijan green field city,maheshtala,62.0,1156,3,0
sonar tori view,new barrakpur,19.8,720,2,0
trinayani apartment,madhyamgram,28.8,886,2,0
dreamhome bhagirathi,"pathanpur, birati",38.34,1065,3,0
g k mansion,birati,32.48,928,2,0
g k mansion,new barrakpur,25.76,736,2,0
subhasree apartment,new barrakpur,20.05,777,2,0
on request,action area 2,94.0,1302,3,0
on request,action area 2,86.89,1183,3,0
on request,action area 2,94.0,1301,3,0
on request,action area 2,80.0,1201,3,0
on request,action area 2,27.0,422,1,0
meena florence,ar park,92.0,1300,3,0
on request,action area 2,86.5,1451,3,0
on request,action area 2,86.5,1479,3,0
gm meena florence,"dash drone, rajarhat",45.0,1106,2,0
gm meena florence,"dash drone, rajarhat",50.0,1050,2,0
on request,action area 3,75.0,1481,3,0
mani vista,tollygunge,250.0,1795,3,1
on request,"purbalok, em bypass",49.0,920,2,0
bitasta apartment,"ar,  east",47.66,1014,2,0
on request,action area 2,71.0,1080,2,0
on request,action area 1,88.0,1290,3,0
on request,new town,120.0,1750,3,0
tara maa enterprise,action area 1,120.0,1750,3,0
on request,"new town jatargachi,  east",76.0,1303,3,0
on request,"new town jatargachi,  east",58.5,960,2,0
eco star,new town,58.0,960,2,0
tara ma enterprises,action area 1,98.0,1480,3,0
on request,new town,98.0,1480,3,0
chinar heights,ar park,65.0,1155,3,0
on request,"dashadrone, rajarhat",54.0,1080,3,0
on request,action area 1,120.0,1750,3,0
on request,mukundapur,80.0,1250,3,0
on request,nayabad,47.0,1108,3,0
on request,nayabad,55.5,1111,3,0
loharuka green vista,rajarhat,80.0,1220,3,1
aster green,rajarhat,110.00000000000001,1778,4,0
on request,action area 3,65.0,1200,3,0
on request,action area 2,107.0,1750,3,0
on request,new town action area 2d,92.0,1480,3,0
on request,new town action area 2d,62.0,940,2,0
on request,action area 2,60.0,954,2,0
ps amistad,new town,150.0,1413,3,1
tara ma enterprises,action area 1,88.0,1300,3,0
tata avenida,new town,290.0,2385,4,1
shantineer v,nayabad,26.0,664,2,0
shantineer v,nayabad,29.0,965,2,0
city life chs,action area 1,105.0,1480,3,0
tata avenida,new town,125.0,1049,2,1
krishnakoli,santoshpur,58.0,1000,3,0
krishna apartment,santoshpur,55.0,1100,3,0
krishnachura apartment,"eastern park, santoshpur",60.0,1180,3,0
on request,kestopur,40.5,925,2,0
on request,"dustan more, garia",26.0,750,2,0
on request,nayabad,47.25,1050,3,0
on request,nayabad,37.31,829,2,0
on request,mukundapur,80.0,1400,3,0
on request,nayabad,54.0,1270,3,0
on request,"madurdaha, em bypass",40.25,875,2,0
on request new,"madurdaha, em bypass",80.5,1750,3,0
on request,"madurdaha, em bypass",79.75,1450,3,0
on request,"purbalok, em bypass",84.5,1300,3,0
on request new,"purbalok, em bypass",84.5,1300,3,0
on request new booking,"madurdaha, em bypass",118.0,1550,3,0
on request new,"madurdaha, em bypass",80.6,1240,3,0
on request,new garia,50.33,915,2,0
residential apartment,south dumdum,63.6,1200,3,0
residential apartment,south dumdum,47.7,900,2,0
mini complex,new garia,37.4,779,2,0
residential complex,"hiland park, santoshpur",108.0,1799,4,0
alita nayabad flat,new garia,47.25,1050,3,0
golden tower,new garia,66.0,1365,3,0
standalone building,new town,125.0,1700,3,0
realmark oracle,narendrapur,75.0,1361,3,0
oas lake life township,"joka,  south",76.0,1800,3,0
royal apartment,"madurdaha, em bypass",85.0,1500,3,0
eden brookside,thakurpukur,33.0,862,2,0
space aurum,bt road,120.0,1583,3,0
"proyanti apartment, new booking",barrackpore,39.07,953,2,0
"tal plaza, new booking",barrackpore,29.24,860,2,0
"sonajhuri apartment, new booking",barrackpore,25.23,871,2,0
"old plaza, new booking",barrackpore,58.38,1390,3,0
rajwada heights,narendrapur,57.0,1300,3,0
ps navyom,new alipore,365.0,2856,4,0
archieve heights,behala,55.0,1093,3,0
avishikta phase 1,kalikapur,79.05,880,2,0
oas lake life township,"joka,  south",77.5,1882,4,0
oas lake life township,"joka,  south",78.0,1882,4,0
prabha aashiyana,rajarhat,55.0,1130,3,0
ambuja neotia city centre,new town,51.4,1009,2,0
arch starwood,ar park,164.0,1744,3,1
pushpak rezidency,madhyamgram,52.0,1000,2,1
greenfield ambition,rajarhat,130.0,1925,3,0
jeet group,"purbalok, em bypass",120.0,1560,3,0
ps one 10,new town,250.0,1840,3,1
ps one 10,new town,200.0,1554,3,1
priva,new town,147.0,1912,4,0
priva,new town,118.0,1562,3,0
new town co operative,"ba block newtown, action area 1",94.0,1340,3,0
aishwarya gardens,"bhawanipore, sarat bose road",500.0,2950,5,0
aishwarya gardens,"bhawanipore, sarat bose road",350.0,2100,3,0
on request new,garia station road,54.34,1045,2,0
oas lake life,"joka,  south",39.0,900,2,0
baishakhi,"mahamayatala, garia",32.0,820,2,0
oas lake life township,"joka,  south",77.0,1882,4,0
prudent prana,garia,49.0,1094,3,0
udayan complex,"konnagar, hooghly",20.59,914,2,0
oas lake life township,"joka,  south",65.0,1460,3,0
jana,"charu market, tollygunge",66.5,1038,2,0
corner appartment,"charu market, tollygunge",65.0,773,2,0
on request,kalikapur,81.0,1395,3,0
on request new,"madurdaha, em bypass",57.0,1250,3,0
on request,"madurdaha, em bypass",52.0,1140,3,0
katha apartment,kestopur,38.0,991,2,0
"dumdum cant ,3no rail gate","dum dum cantt, south dumdum",52.41,1344,3,0
bengal abasan urban sabujayan,mukundapur,67.86,1170,3,1
residential apartment,south dumdum,39.1,850,2,0
north grande,"durganagar, belgharia expressway",52.0,1020,2,1
oas lake life township,"joka,  south",52.3,1293,3,0
oas lake life township,"joka,  south",52.5,1293,3,0
oas lake life township,"joka,  south",63.0,1440,3,0
jeet group,nayabad,20.0,450,1,0
bitasta apartment,ar park,48.5,1032,2,0
bitasta apartment,ar park,49.35,1050,2,0
on request,ar park,48.6,1034,2,0
on request,ar park,45.16,961,2,0
tirupati paradise,narendrapur,37.98,1187,3,0
gupta mansion,"anandalok, sodepur",26.0,908,2,0
bangalaxmi abasan,rajarhat,35.0,770,2,0
unimark lakewood estate,"em bypass,  south",134.0,1500,3,1
south city,ce anwar shah rd,300.0,1954,3,1
bengal abasan urban sabujayan,mukundapur,75.9,1265,3,1
purti hastings,alipore,314.0,2727,4,0
"proyanti apartment, new booking",barrackpore,66.0,1340,3,0
sweet snehalata,"sodepur,  north",35.84,1120,3,0
sweet snehalata,"sodepur,  north",26.0,840,2,0
aster green,rajarhat,150.0,1672,3,0
on request,"haridevpur, putiary",24.0,600,2,0
standalone building,new town,76.0,1250,3,0
standalone building,new town,84.0,1250,3,0
standalone building,new town,88.0,1450,3,0
standalone building,new town,75.0,1200,3,0
standalone building,new town,87.0,1250,3,0
standalone building,new town,93.0,1250,3,0
standalone building,new town,85.0,1450,3,0
standalone building,new town,82.0,1250,3,0
standalone building,new town,85.0,1250,3,0
aster green,rajarhat,74.0,1490,3,0
standalone building,new town,158.0,2220,4,0
standalone building,new town,87.0,1200,3,0
on request,new town,95.0,1500,3,0
saj bc standalone building,new town,87.0,1250,3,0
atn ac standalone building,new town,80.0,1250,3,0
smb cb standalone building,new town,90.0,1250,3,0
standalone building,new town,80.0,1240,3,0
snb cb standalone building,new town,90.0,1250,2,0
standalone building,new town,72.0,950,2,0
da hig standalone building,new town,85.0,1450,2,0
lig ba corner standalone building,new town,66.0,1050,2,0
standalone building ce,new town,65.0,850,2,0
standalone building db,new town,65.0,1050,2,0
saj dd standalone building,new town,75.0,1250,3,0
standalone building,new town,80.0,1188,3,0
standalone building ae,new town,75.0,1250,2,0
standalone building db,new town,83.0,1250,3,0
da standalone building,new town,75.0,1250,3,0
standalone building,new town,83.0,1260,3,0
standalone building,new town,74.0,1110,2,0
al standalone building,new town,95.0,1500,3,0
standalone building,new town,82.0,1251,3,0
ce standalone building,new town,75.0,1100,2,0
ac standalone building,new town,80.0,1250,3,0
jai hanuman apartment - new booking,"konnagar, hooghly",21.53,769,2,0
barajananda apartment - new booking,"konnagar, hooghly",18.75,750,2,0
mannat 1,"konnagar, hooghly",15.4,550,1,0
jai hanuman residency,"konnagar, hooghly",20.77,799,2,0
the address,"em bypass,  south",300.0,2688,4,0
manabendra enclave,garia,40.0,892,2,0
vinayak skyline lakeview,garia,78.0,1348,3,0
saha apartment - new booking,"konnagar, hooghly",24.0,800,2,0
satyam construction - new booking,"konnagar, hooghly",26.73,891,2,0
sree ganapati construction - new booking,"konnagar, hooghly",18.4,800,2,0
sree ganapati apartment - new booking,"konnagar, hooghly",16.0,695,2,0
devaloke sonarcity,sonarpur,49.0,839,2,0
aurobindo apartment - new booking,"konnagar, hooghly",20.9,836,2,0
jai hanuman residency - new launch,"konnagar, hooghly",20.0,772,2,0
raj rajeshwari apartment - new booking,"konnagar, hooghly",23.0,785,2,0
jai hanuman residency - new launch,"konnagar, hooghly",16.5,642,2,0
satyam apartment - new booking,"konnagar, hooghly",27.0,897,2,0
satyam apartment - new booking,"konnagar, hooghly",20.0,800,1,0
satyam construction - new booking,"konnagar, hooghly",25.0,835,2,0
raj rajeshwari apartment - new booking,"konnagar, hooghly",36.3,1210,3,0
akashlina apartment,"konnagar, hooghly",28.0,936,2,0
saha para complex,"saha para, fartabad, garia",75.0,1367,3,0
jai hanuman heights i,"dmotor, uttarpara",26.1,791,2,0
sidddhaye apartment i,"bhadrakali, uttarpara",39.53,1198,3,0
residency plaza,"dmotor, uttarpara",52.5,1500,3,0
jai ganesh apartment,"konnagar, hooghly",22.34,798,2,0
jai ganesh apartment,"konnagar, hooghly",19.2,686,2,0
jai hanuman residency,"konnagar, hooghly",28.53,1019,3,0
jai hanuman apartment,"konnagar, hooghly",24.62,947,2,0
satyam apartment,"konnagar, hooghly",36.39,1213,3,0
sree ganesh apartment,"konnagar, hooghly",21.5,860,3,0
aurobindo apartment,"konnagar, hooghly",20.67,827,2,0
aurobindo apartment,"konnagar, hooghly",24.92,997,2,0
wbhd manjusa,"dhakuria, southern avenue",140.0,1440,3,0
"baishnabghata bye lane, garia, kolkata south","baishnabghata bye lane, garia",74.0,1228,3,0
tirumala,sonarpur,42.5,1200,3,0
sgil gardenia,narendrapur,47.0,1154,3,0
eden,"saha para, fartabad, garia",64.0,1303,3,0
oxford view,behala,65.0,1175,3,0
on request,behala chowrasta,63.25,1150,3,0
on request,"sodepur kalitala, barisha",46.0,1250,3,0
on request new,"siriti muchi para, diamond harbour road",64.9,1180,3,0
on request new,behala chowrasta,44.0,800,2,0
on request,behala chowrasta,41.25,750,2,0
on request new,"sahapur, new alipore",55.91,1055,3,0
on request,biren roy road,36.44,911,2,0
on request new,james long sarani,80.28,1235,3,0
on request,behala,90.03,1385,3,0
on request new,behala,60.95,1150,3,0
on request,"sahapur, new alipore",55.7,1050,3,0
upen banerjee road parnasree,"parnasree palli, behala",40.99,911,2,0
bikash sukhsari,"parnasree palli, behala",124.0,2250,4,0
on request,behala chowrasta,55.2,1200,3,0
on request,behala chowrasta,34.0,830,2,0
on request,thakurpukur,54.9,1220,3,0
on request,thakurpukur,41.4,920,2,0
on request,thakurpukur,64.66,1280,3,0
on request new,"sakher bazar, barisha",72.0,1260,3,0
on request,"sakher bazar, barisha",65.0,1200,3,0
on request,james long sarani,60.0,1350,3,0
on request new,thakurpukur bazar,83.35,1650,3,0
on request new,"madurdaha, em bypass",68.91,1276,3,0
on request,"silpara, barisha",29.6,740,2,0
on request,"silpara, barisha",29.16,729,2,0
on request new booking,"bakultala,  south",22.0,700,2,0
on request,"sarkarhat, barisha",27.1,790,2,0
mini complex,"sakher bazar, barisha",45.0,900,2,0
on request,purba barisha,45.0,1100,2,0
subhasree apartment,new barrakpur,21.87,810,2,0
av square,rajarhat,48.0,1140,3,0
on request,"tetultala,  south",75.0,1650,3,0
on request,"tetultala,  south",47.0,1040,2,0
upahar co-operative housing society,action area 2,72.0,1216,3,0
subhashree apartment,new barrakpur,23.79,881,2,0
elita garden vista phase 2,action area 3,85.0,1210,2,1
on request,"dhakuria, southern avenue",120.0,2150,3,0
bengal dcl sampoorna,action area 2,345.0,3765,5,1
shrachi greenwood elements,"action area 2b, new town",95.0,1334,2,1
eternis,jessore road,56.0,823,2,0
the soul,rajarhat,125.0,1305,3,1
ideal aquaview,action area 1,86.0,1085,2,1
dlf new town heights,action area 3,145.0,2113,3,1
prudent prana,garia,52.0,1139,3,0
prudent prana,garia,37.0,885,2,0
ambuja utalika the condoville,mukundapur,495.0,3041,3,1
